,beer_id,beer_name,brewery_id,brewery_name,cat_id,cat_name,styleId,style_name,abv,address1,address2,city,state,code,country,phone,website,January_22,February_22,March_22,April_22,May_22,June_22,July_22,August_22,September_22,October_22,November_22,December_22
4568,4610,Saranac Black Diamond Bock,512,F.X. Matt Brewing,4,Pale Malty European Lager,04C,Helles Bock,6,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,315.55,1074.57,900.78,890.16,583.04,45.1,706.44,990.34,90.67,1220.37,226.7,557.56
4569,4611,Saranac Oatmeal Stout,512,F.X. Matt Brewing,16,Dark British Beer,16B,Oatmeal Stout,4.3,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,1224.13,446.35,773.65,345.7,70.37,1255.23,667.7,292.82,1060.41,1189.99,150.95,718.12
4570,4612,Roggen Bock,512,F.X. Matt Brewing,4,Pale Malty European Lager,04C,Helles Bock,5.5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,211.59,915.4,1320.09,661.43,404.5,850.03,843.64,1365.52,686.46,173.64,1146.87,138.03
4571,4613,Saranac Marzenbier,512,F.X. Matt Brewing,27,Historical Beer,27A,Marzen,5.6,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,1041.42,1163.67,907.91,1001.17,1371.58,1393.78,238.95,1125.18,621.13,460.46,318.01,492.28
4572,4614,Saranac Nut Brown Ale,512,F.X. Matt Brewing,19,Amber and Brown American Beer,19C,American Brown Ale,5.4,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,7.07,417.05,65.41,368.75,326.12,269.65,88.71,21.47,446.47,62.53,347.99,32.3
4573,4615,Saranac Mocha Stout,512,F.X. Matt Brewing,22,Strong American Ale,22B,American-Style Stout,5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,17.96,13.78,49.13,85.8,15.76,17.99,4.62,43.05,78.03,22.1,47.25,14.5
4574,4616,Saranac Single Malt,512,F.X. Matt Brewing,14,Scottish Ale,14C,Scottish Export,5.5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,567.33,339.83,83.66,417.59,702,680.22,131.67,75.4,55.03,455.95,413.73,255.15
4575,4617,Saranac Belgian Ale,512,F.X. Matt Brewing,31,Alternative Fermentables Beer,31A,Alternative Grain Beer,5.9,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,180.9,135.91,58.66,90.91,42.59,100.77,67.24,3.29,127.11,158.18,171.81,184.19
4576,4618,Saranac Mountain Ale,512,F.X. Matt Brewing,29,Fruit Beer,29A,Fruit Beer,5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,22.23,11.07,1.99,26.68,33.41,9.86,3.17,32.21,21.51,27.36,8.93,29.42
4577,4619,Saranac Chocolate Amber,512,F.X. Matt Brewing,22,,22B,Unclassified,5.5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,161.64,322.56,128.59,362.24,420.72,283.39,339.01,266.13,310.07,372.64,416.72,278.09
4578,4620,Saranac Bock,512,F.X. Matt Brewing,4,Pale Malty European Lager,04C,Helles Bock,6,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,1356.35,500.54,1155.88,80.23,411.18,462.08,1197.52,1043.32,231.99,23.88,408.65,1090.87
4579,4621,Saranac Rachbier,512,F.X. Matt Brewing,22,,22B,Unclassified,5.6,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,652.71,141.85,201.91,401.55,988.02,941.16,158.78,441.86,739.52,234.97,667.73,182.14
4580,4622,Saranac Extra Special Bitter,512,F.X. Matt Brewing,11,British Bitter,11C,Strong Bitter,5.5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,172.91,437.57,345.07,363.31,303.58,443.19,201.23,45.29,120.68,187.8,449.49,107.59
4581,4623,Saranac Imperial IPA,512,F.X. Matt Brewing,22,Strong American Ale,22A,Double IPA,8.5,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,891.17,410.58,559.5,769.19,150.66,859.79,233.2,399.46,997.64,12.78,825.99,537.91
4582,4624,Saranac Imperial Stout,512,F.X. Matt Brewing,20,American Porter and Stout,20B,American Stout,9,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,252.26,310.72,227.27,237.9,213.28,252.11,45.99,59.33,184.09,214.72,119.27,240.29
4583,4625,Saranac Scotch Ale,512,F.X. Matt Brewing,14,Scottish Ale,14C,Scottish Export,6,811 Edward Street,,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com,18.41,18.89,12.46,5.12,1.58,20.82,4.71,4.18,23.89,6.99,11.47,17.57
4584,4626,Stony Face Red Ale,674,Hoppy Brewing Company,19,Amber and Brown American Beer,19A,American Amber Ale,5.6,6300 Folsom Boulevard,,Sacramento,California,95819,United States,1-916-451-4677,http://www.hoppy.com,427.03,503.38,321.86,1291.37,149.98,1067.3,641.14,195.41,806.29,1382.01,881.53,98.23
4585,4627,Humbles Blond Ale,538,Flyers Restraunt and Brewery,18,Pale American Ale,18A,Blonde Ale,3.5,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,445.09,129.64,118.48,876.76,347.44,1142.77,217.21,746.63,265.77,893.49,74.75,1078.97
4586,4628,Heat Seeker Hefe,538,Flyers Restraunt and Brewery,10,German Wheat Beer,10A,Weissbier,4,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,780.09,925.78,493.88,527.25,456.26,857.67,639.93,340.43,225.79,1002.86,761.87,732.89
4587,4629,Catalina Common Lager,538,Flyers Restraunt and Brewery,1,Standard American Beer,01B,American Lager,4,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,36.72,8.3,11.92,35.61,12.79,64.76,37.88,71.81,20.75,26.35,55.55,13.16
4588,4630,Spitfire Best Bitter,538,Flyers Restraunt and Brewery,11,British Bitter,11A,Ordinary Bitter,4,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,1086.13,287.16,1509.64,532.41,838.67,1435.31,144.13,460.48,634.14,75.98,385.53,1115.24
4589,4631,Afterburner IPA,538,Flyers Restraunt and Brewery,21,IPA,21A,American IPA,6,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,1084.7,1020.98,298.65,872.29,573.82,779.11,11.47,231.42,374.54,29.36,718.45,299.39
4590,4632,Hop Henge Imperial IPA,441,Deschutes Brewery,22,Strong American Ale,22A,Double IPA,8.8,901 SW Simpson Avenue,,Bend,Oregon,97702,United States,1-541-385-8606,http://www.deschutesbrewery.com/,664.1,610.09,43.25,683.9,61.29,619,718.37,683.3,625.61,419.94,282.5,312.55
4591,4633,First Flight Amber Ale,538,Flyers Restraunt and Brewery,19,Amber and Brown American Beer,19A,American Amber Ale,4.5,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,795.39,528.16,570.23,761.07,615.27,310.24,659.41,489.57,31.88,363.54,626.4,594.7
4592,4634,Barnstormer Brown Ale,538,Flyers Restraunt and Brewery,19,Amber and Brown American Beer,19C,American Brown Ale,5,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,190.93,1739.13,502.72,1242.7,516.23,498.39,1220.45,967.01,826.79,231.86,605.19,240.91
4593,4635,Peacemaker Porter,538,Flyers Restraunt and Brewery,13,Brown British Beer,13C,English Porter,5.5,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,1045.94,803.51,496.09,106.92,325.3,124.76,820.63,585.76,480.14,350.08,717.77,106.15
4594,4636,Sick Duck Imperial Stout,538,Flyers Restraunt and Brewery,20,American Porter and Stout,20B,American Stout,10,32295 State Route 20,,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/,168.25,649.03,156.89,307.63,726.98,551.82,650.37,558.53,690.04,198.84,513.06,730.79
4595,4637,Bube's Kolsch,314,Bube's Brewery,5,Pale Bitter European beer,05B,Kolsch,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,185.46,481.32,546.02,1416.25,1106.56,479.65,1423.74,1171,79.37,978.65,1122.57,1074.34
4596,4638,Beewolf Braggot,459,Dogfish Head Craft Brewery,22,,22B,Unclassified,7,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,1058.39,227,611.53,628.44,641.21,486.67,530,741.23,708.27,1008.04,764.28,283.05
4597,4639,Bube's Red Ale,314,Bube's Brewery,19,Amber and Brown American Beer,19A,American Amber Ale,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,468.67,418.3,658.28,24.63,541.85,217.99,661.03,640.65,345.06,53.77,141.82,321.5
4598,4640,Bube's Stout,314,Bube's Brewery,22,Strong American Ale,22B,American-Style Stout,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,167.11,462.26,493.31,696.46,1103.33,358.63,1018.33,296.05,237.17,1293.67,907.25,153.31
4599,4641,Bube's Kiwi-Strawberry Wheat,314,Bube's Brewery,29,Fruit Beer,29A,Fruit Beer,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,164.06,70.42,564.56,101.37,404.09,441.72,279.43,423.4,409.59,365.26,237.31,493.23
4600,4642,Bube's Brown Ale,314,Bube's Brewery,19,Amber and Brown American Beer,19C,American Brown Ale,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,217.35,309.46,154.23,133.8,27.45,130.3,316.23,240.42,144.6,151.13,281.31,219.01
4601,4643,Bube's Hefeweizen,314,Bube's Brewery,10,German Wheat Beer,10A,Weissbier,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,364.58,494.04,295.44,31.88,747.54,377.06,524.12,855.49,465,868.94,606.75,432.94
4602,4644,Bube's India Pale Ale (IPA),314,Bube's Brewery,21,IPA,21A,American IPA,0,102 North Market Street,,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com,163.45,102.16,1406.54,1440.07,1381.95,559.03,1315.48,205.27,1065.45,992.41,604.1,194.08
4603,4645,Scratch #7 2008,1286,Troegs Brewing,10,German Wheat Beer,10C,Weizenbock,7.9,800 Paxton Street,,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/,1010.56,489.38,690.39,184.09,1160.04,433.96,618.79,1239.54,468.67,1494.5,1461.82,187.96
4604,4646,Scratch #11 2008,1286,Troegs Brewing,11,British Bitter,11A,Ordinary Bitter,4.9,800 Paxton Street,,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/,458.41,439.85,202.38,405.97,353.74,63.63,104.48,281.46,327.16,389.14,292.75,154.66
4605,4647,Scratch #10 2008,1286,Troegs Brewing,26,Trappist Ale,26C,Belgian Tripel,10.2,800 Paxton Street,,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/,408.76,499.71,655.9,84.96,548.23,278.18,675.03,396.34,245.22,542.08,340.07,686.51
4606,4648,Scratch #8 2008,1286,Troegs Brewing,26,Trappist Ale,26C,Belgian Tripel,10.1,800 Paxton Street,,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/,171.44,282.38,53.96,59.12,184.03,155.46,310.72,238.42,16.97,97.35,328.1,252.2
4607,4649,Scratch #6 2007,1286,Troegs Brewing,1,Standard American Beer,01B,American Lager,5.1,800 Paxton Street,,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/,949.04,1531.34,362.29,1214.77,616.03,333.44,1501.06,743.03,818.46,818.86,548.07,678.84
4608,4650,McNellie's Pub Ale,831,Marshall Brewing Company,11,British Bitter,11B,Best Bitter,0,618 S. Wheeling Ave,,Tulsa,Oklahoma,74104,United States,(918) 292-8781,http://marshallbrewing.com,768.04,359.23,849.49,2496.87,1767.37,441.79,28.86,839.05,856.25,310.71,245.64,1004.5
4609,4651,Sundown Wheat,831,Marshall Brewing Company,1,Standard American Beer,01A,American Light Lager,0,618 S. Wheeling Ave,,Tulsa,Oklahoma,74104,United States,(918) 292-8781,http://marshallbrewing.com,1037.5,226.32,44.9,760.16,800.56,837.87,236.44,139.95,798.6,696.67,925.18,94.62
4610,4652,Atlas IPA,831,Marshall Brewing Company,21,IPA,21A,American IPA,0,618 S. Wheeling Ave,,Tulsa,Oklahoma,74104,United States,(918) 292-8781,http://marshallbrewing.com,1397.45,124.48,408.1,333.61,36.9,1420.53,315.17,1113.79,1453.16,448.59,579.52,541.25
4611,4653,Oaked Arrogant Bastard Ale,1204,Stone Brewing Co.,22,Strong American Ale,22B,American Strong Ale,7.2,1999 Citracado Parkway,,Escondido,California,92029,United States,1-760-471-4999,http://www.stonebrew.com/,440.86,464.45,333.48,1165.09,693.79,1171.95,834.57,682.63,565.25,295.93,401.04,216.12
4612,4654,Hansa Imported Dortmunder,460,Dortmunder Actien Brauerei  DAB,1,Standard American Beer,01B,American Lager,4.8,Steigerstrae 20,,Dortmund,Nordrhein-Westfalen,,Germany,49-(0)231-/-8400-0,,904.6,3325.31,1784.55,1089.43,965.25,1456.1,149.72,2891.83,1872.2,911.18,182.63,1226.37
4613,4655,Hoppy Hefe,90,"BBC Brewing Co., LLC",10,German Wheat Beer,10A,Weissbier,0,636 East Main Street,,Louisville,Kentucky,40202,United States,1-502-584-2739,http://www.bluegrassbrew.com,594.98,1012.72,871.97,963.06,193.54,159.67,488.11,71.9,824.41,113.71,361.11,371.07
4614,4656,Bourbon Barrel Smoked Porter,90,"BBC Brewing Co., LLC",13,Brown British Beer,13C,English Porter,0,636 East Main Street,,Louisville,Kentucky,40202,United States,1-502-584-2739,http://www.bluegrassbrew.com,49.85,37.46,33.21,44.67,36.27,56.93,44.13,65.81,52.65,60.22,55.1,5.69
4615,4657,Bar Harbor Blueberry Ale,55,Atlantic Brewing Company,22,,22B,Unclassified,0,15 Knox Rd.,,Bar Harbor,Maine,4609,United States,207-288-BEER,http://www.atlanticbrewing.com,483.33,231,752.8,220.26,451.06,547.96,361.11,442.62,559.4,186.46,327.47,56.77
4616,4658,Cask Hefe,90,"BBC Brewing Co., LLC",10,German Wheat Beer,10A,Weissbier,0,636 East Main Street,,Louisville,Kentucky,40202,United States,1-502-584-2739,http://www.bluegrassbrew.com,1229.8,155.78,363.09,613.3,1118.89,753.93,181.59,324.36,662.24,239.2,262.23,951.18
4617,4659,Raison D'Etre,459,Dogfish Head Craft Brewery,26,Trappist Ale,26D,Dark Belgo Ale,8,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,167.72,615.19,648.52,663.44,729.26,343.48,789.3,828.84,613.93,644.71,225.37,613.73
4618,4660,Fort,459,Dogfish Head Craft Brewery,29,Fruit Beer,29A,Fruit Beer,18,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,352.89,221.68,409.12,117.69,421.65,449.2,123.19,521.08,482.22,350.63,18.67,322.78
4619,4661,Lawnmower,459,Dogfish Head Craft Brewery,18,Pale American Ale,18B,American Pale Ale,4,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,949.46,1032.22,473.16,451.94,1047.09,1160.06,1110.81,551.57,1261.86,461.6,381.17,686.3
4620,4662,Theobroma,459,Dogfish Head Craft Brewery,22,,22B,Unclassified,9,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,73.06,39.93,180.94,177.16,260.08,50.21,9.93,233.84,237.74,162.33,173.44,101.64
4621,4663,Black & Blue,459,Dogfish Head Craft Brewery,29,Fruit Beer,29A,Fruit Beer,10,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,533.35,83.11,565.86,677.48,315.85,220.39,605.14,488.29,682.04,119.88,442.58,349.5
4622,4664,Red & White,459,Dogfish Head Craft Brewery,24,Belgian Ale,24A,Witbier,10,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,1127.6,171.77,1011.68,3.8,405.17,1100.15,374.77,582.46,343.96,547.81,1020.04,329.91
4623,4665,Aprihop,459,Dogfish Head Craft Brewery,29,Fruit Beer,29A,Fruit Beer,7,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,1115.74,429.02,995.9,438.23,630.39,236.76,718.33,918.91,673,240.44,378.05,307.86
4624,4666,Tap Room No. 21 Amber Ale,1235,Tap Room Brewing Company,19,Amber and Brown American Beer,19A,American Amber Ale,5.7,,,La Crosse,Wisconsin,,United States,,http://www.taproom21.com/,860.23,282.58,649,176.85,267.22,875.13,85.19,357.51,434.37,551.95,1265.7,784.19
4625,4667,Kirin Ichiban,741,"Kirin Brewery Company, Ltd",22,,22B,Unclassified,5,,,,,,Japan,,http://www.kirin.com/,6887.21,5090.88,4952.77,9540.76,570.84,3331.67,573.46,7430.5,1467.93,8878.8,4887.06,4983.39
4626,4668,Kirin Light,741,"Kirin Brewery Company, Ltd",1,Standard American Beer,01A,American Light Lager,3.3,,,,,,Japan,,http://www.kirin.com/,9533,1900.84,1313.68,8111.74,8967.36,1688.45,1087.66,9709.32,1395.45,1264.88,10176.09,3955.81
4627,4669,Chateau Jiahu,459,Dogfish Head Craft Brewery,30,Spiced Beer,30A,"Spice, Herb, or Vegetable Beer",9.5,6 Cannery Village Center,,Milton,Delaware,19968,United States,1-888-834-3474,http://www.dogfish.com,8.67,309.94,537.09,143.92,358.94,455.51,147.78,100.58,306.31,157.98,166.54,103.57
4628,4670,Pipe Organ Pale Ale,1248,The Church Brew Works,18,Pale American Ale,18B,American Pale Ale,4.9,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,215.59,151.41,241.81,212.86,39.55,139.9,145.63,6.47,69.28,4.67,169.19,190.65
4629,4671,Pious Monk Dunkel,1248,The Church Brew Works,8,Dark European Lager,08A,Munich Dunkel,5.2,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,424.27,894.3,380.43,485.77,540.33,869.02,158.02,131.11,800.9,986.1,527.97,262.7
4630,4672,Millennium Trippel,1248,The Church Brew Works,26,Trappist Ale,26C,Belgian Tripel,9,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,1204.57,886.39,853.12,14.51,644.49,16.79,765.07,605.27,784.9,57.23,6.78,249.58
4631,4673,Celestial Gold,1248,The Church Brew Works,5,Pale Bitter European beer,05D,German Pils,4.1,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,148.33,83.23,215.02,207.66,140.69,12.2,275.13,149.9,203.37,212.11,91.58,82.97
4632,4674,Blast Furnace Oatmeal Stout,1248,The Church Brew Works,16,Dark British Beer,16B,Oatmeal Stout,4.8,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,549.87,615.04,1351.32,165.72,1387.56,36.52,128.1,198.4,990.95,1086.68,427.54,226.23
4633,4675,Church Brew Oktoberfest,1248,The Church Brew Works,27,Historical Beer,27A,Marzen,5.2,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,782.93,361.91,185.94,114.76,702.77,493.39,622.37,168.92,56.02,756.37,244.92,134.07
4634,4676,Mad Brewer Maibock,1248,The Church Brew Works,9,Strong European Beer,09A,Maibock,7,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,79.84,33.74,920.11,847.12,835.93,256.9,560.05,863.43,967.19,90.88,291.25,1037.77
4635,4677,Heavenly Hefeweizen,1248,The Church Brew Works,10,German Wheat Beer,10A,Weissbier,4.5,3525 Liberty Avenue,,Pittsburgh,Pennsylvania,15201,United States,412-688-8200,http://churchbrew.com/,780.17,476.6,1178.42,287.71,285.43,118.39,720.16,334.66,1262.4,665.85,828.79,1568.76
4636,4678,Scratch #12 2008,1286,Troegs Brewing,21,IPA,21A,American IPA,6.5,800 Paxton Street,,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/,149.23,74.66,236.62,319.06,54.86,326.06,12.8,15.05,134.08,287.23,1.54,113.17
4637,4679,Jupiler,690,InBev,5,Pale Bitter European beer,05D,German Pils,5.2,Brouwerijplein 1,,Leuven,,3000,Belgium,,http://www.inbev.com,845.94,676.63,671.21,1066.92,344.79,1008.7,629.57,763.34,585.52,512.82,1005.95,738.79
4638,4680,Trappist Westvleteren 12,263,Brouwerij Abdij Saint Sixtus,26,Trappist Ale,26D,Belgian Dark Strong Ale,11.2,Donkerstraat 12,,Westvleteren,West-Vlaanderen,,Belgium,32-057-40-10-57,,1172.11,88.36,1028.97,824.7,789.07,1137.85,1084.24,937.65,967.16,462.4,512.87,892.57
4639,4681,Trappist Westvleteren Blonde,263,Brouwerij Abdij Saint Sixtus,31,Alternative Fermentables Beer,31A,Alternative Grain Beer,5.8,Donkerstraat 12,,Westvleteren,West-Vlaanderen,,Belgium,32-057-40-10-57,,148.99,130.52,508.69,606.76,332.96,301.35,544.25,89.84,372.02,247.56,316.46,159.51
4640,4682,Kate The Great Russian Imperial Stout,1013,Portsmouth Brewery,20,American Porter and Stout,20B,American Stout,9.5,56 Market Street,,Portsmouth,New Hampshire,3801,United States,1-603-431-1115,http://www.portsmouthbrewery.com/,9.9,24.85,26.07,18.31,0.72,19.81,10.88,20.69,14.71,14.13,22.71,11.71
4641,4683,Dark Lord Russian Imperial Stout,1260,Three Floyds Brewing,20,American Porter and Stout,20B,American Stout,13,9750 Indiana Parkway,,Munster,Indiana,46321,United States,1-219-922-3565,http://www.threefloydspub.com/,1130.01,228.3,949.89,1371.51,61.6,705.88,127.71,681.51,810.4,188.2,1180.66,479.73
4642,4684,Light Weight,1244,The Alchemist,18,Pale American Ale,18A,Blonde Ale,4.3,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,638.13,261.88,657.35,515.41,543.45,616.83,834.59,67.43,313.99,880.59,376.2,488.47
4643,4685,Donovan's Red,1244,The Alchemist,19,Amber and Brown American Beer,19A,American Amber Ale,5.2,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,498.32,212.47,693.96,1047.6,1038.51,759.5,358.81,273,387.93,963.5,315.31,559.17
4644,4686,Pappy's Porter,1244,The Alchemist,13,Brown British Beer,13C,English Porter,5.4,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,968.19,592.72,599.64,9.2,1089.59,1795.94,630.92,218.16,115.96,1069.81,131.19,1294.02
4645,4687,Holy Cow IPA,1244,The Alchemist,21,IPA,21A,American IPA,5.2,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,90.23,1276.51,415.86,435.2,43.51,965.36,57.65,947.84,818.74,674.5,1425.71,1005.15
4646,4688,Alena,1244,The Alchemist,22,Strong American Ale,22A,Double IPA,6.5,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,1303.57,183.57,407.73,1913.53,1088.12,344.88,515.49,292.6,1508.81,287.83,644.01,1272.45
4647,4689,Broken Spoke,1244,The Alchemist,18,Pale American Ale,18B,American Pale Ale,5,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,52.91,293.01,663.26,336.66,487.43,574.98,762.46,93.17,554.85,305.36,767.77,553.03
4648,4690,El Jefe,1244,The Alchemist,21,IPA,21A,American IPA,5.7,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,208.44,38.01,452,652.27,552.68,750.26,322.6,303.92,746.27,236.72,66.34,633.42
4649,4691,Heady Topper,1244,The Alchemist,22,Strong American Ale,22A,Double IPA,8,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,388.77,410.26,214.63,437.66,251.07,356.01,99.24,436.54,326,539.69,301.14,322.03
4650,4692,Heathen,1244,The Alchemist,21,IPA,21A,American IPA,6.9,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,163.49,217.32,166.65,135.95,77.55,199.55,146.29,112.92,47.43,218.48,37.22,38.59
4651,4693,Hellbrook,1244,The Alchemist,19,Amber and Brown American Beer,19A,American Amber Ale,8,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,323.39,469.16,711.6,665.99,639.31,543.57,720.95,594.25,111.72,154.57,171.3,711.67
4652,4694,Holy Moly,1244,The Alchemist,22,Strong American Ale,22A,Double IPA,7.8,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,102.46,419.77,193.17,253.84,213.43,254.91,368.42,139.28,101.79,291.34,59.16,416.77
4653,4695,Mortal Sin,1244,The Alchemist,21,IPA,21A,American IPA,6.7,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,1.89,691.51,784.43,953.2,658.76,1011.13,1562.71,446.99,418.74,756.68,415.26,1658.85
4654,4696,Piston Bitter,1244,The Alchemist,11,British Bitter,11C,Strong Bitter,5,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,748.11,385.73,504.25,344.07,728.5,917.96,606.56,344.44,148.03,276.5,612.88,307.95
4655,4697,Rapture,1244,The Alchemist,22,,22B,Unclassified,0,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,615.05,203.22,730.62,540.61,245.16,33.35,697.13,604.18,782.59,505.34,522.75,543.04
4656,4698,Revitalization Rye,1244,The Alchemist,21,IPA,21B,Specialty IPA - Rye IPA,6.5,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,16.25,340.38,627.26,303.85,642.38,401.02,18,15.84,657.71,6.94,326.39,249.88
4657,4699,Shut The Hell Up,1244,The Alchemist,13,Brown British Beer,13A,Mild,3.3,23 South Main Street,,Waterbury,Vermont,5676,United States,(802) 244-4120,http://www.alchemistbeer.com/,94.81,63.71,33.17,59.96,43.24,14.61,28.18,21.54,1.55,118.11,33.12,16.19
4658,4700,St. Bernardus Witbier,296,Brouwerij St. Bernardus,24,Belgian Ale,24A,Witbier,5.5,Trappistenweg 23,,Watou,West-Vlaanderen,,Belgium,32-057/38.80.21,http://www.sintbernardus.be,560.98,245.65,565.43,608.18,305.24,450.48,21.21,600.98,356.94,418.36,31.97,11.52
4659,4701,Petite Orval,169,Brasserie d'Orval,31,Alternative Fermentables Beer,31A,Alternative Grain Beer,3.5,Abbaye de Notre-Dame d'Orval,,Villers-devant-Orval,Luxembourg,,Belgium,32-061-31-12-61,,95.12,56.75,114.17,193.73,149.25,81.75,47.41,31.36,99.09,49.08,40.14,87.35
